gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t1400,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t1400,12,180,Semi-Gray,Th-The hell? Even the chicks are strong!,Th-The hell? Even the chicks are strong!,半グレ,な、なんだコイツら…… ガキ共も含めて普通じゃねぇぞ！？,な、なんだコイツら……<br/>ガキ共も含めて普通じゃねぇぞ！？,,
t1400,12,181,Semi-Gray,"Can't afford to lose now. Quick, grab the blonde one as a hostage—!","Can't afford to lose now. Quick, grab the blonde one<br/>as a hostage—!",半グレ,もう手段は選ぶな！ その娘を何とか人質に取って──,もう手段は選ぶな！<br/>その娘を何とか人質に取って──,,
t1400,12,182,A carefree voice,Are you losers for real? You get whipped and you STILL won't get the hell outta my town?,Are you losers for real? You get whipped and you<br/>STILL won't get the hell outta my town?,飄々とした声,オイオイ、まだこの街から ケツまくって逃げてなかったのかよ？,"<audio id=""v03_20011""><source src=""talk/11/v03_20011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20011').play()"">オイオイ、まだこの街から<br/>ケツまくって逃げてなかったのかよ？</a>",,
t1400,12,183,Semi-Gray,I-It's him...!,I-It's him...!,半グレ,こ、この声は……！,"<audio id=""v80_20000""><source src=""talk/11/v80_20000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v80_20000').play()"">こ、この声は……！</a>",,
t1400,12,184,Semi-Gray,"Aww, shit...","Aww, shit...",半グレ,まさかッ──！？,"<audio id=""v79_20000""><source src=""talk/11/v79_20000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_20000').play()"">まさかッ──！？</a>",,
t1400,12,185,Spectators,It's that vigilante from the Eastern Quarter!,It's that vigilante from the Eastern Quarter!,見物人,あれは…… 東方人街の悪タレか！,"<audio id=""v102_20002""><source src=""talk/11/v102_20002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v102_20002').play()"">あれは……<br/>東方人街の悪タレか！</a>",,
t1400,12,186,Spectators,That's our boy! Go get 'em!,That's our boy! Go get 'em!,見物人,来たか、派手にやれ──！！,"<audio id=""v103_20001""><source src=""talk/11/v103_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v103_20001').play()"">来たか、派手にやれ──！！</a>",,
t1400,12,187,Agnes,That must be him...,That must be him...,アニエス,あ、あの人が……,"<audio id=""v01_20012""><source src=""talk/11/v01_20012.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_20012').play()"">あ、あの人が……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,12,188,Ferry,It's Aaron!,It's Aaron!,フェリ,アーロン・ウェイさん……！,"<audio id=""v02_20010""><source src=""talk/11/v02_20010.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20010').play()"">アーロン・ウェイさん……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,12,189,Van,Right on cue.,Right on cue.,ヴァン,このタイミング…… 狙ってやがったな？,"<audio id=""v00_20023""><source src=""talk/11/v00_20023.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20023').play()"">このタイミング……<br/>狙ってやがったな？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,12,190,Semi-Gray,Ugh...,Ugh...,半グレ,くっ……,"<audio id=""v79_20001""><source src=""talk/11/v79_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_20001').play()"">くっ……</a>",,
t1400,12,191,Semi-Gray,"C'mon, we gotta go...!","C'mon, we gotta go...!",半グレ,ここは一旦──,"<audio id=""v80_20001""><source src=""talk/11/v80_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v80_20001').play()"">ここは一旦──</a>",,
t1400,12,192,Aaron,Heheh... Seriously? Like I'd let you run away now!,Heheh... Seriously? Like I'd let you run away now!,アーロン,クク……ボケが。 逃げられるワケねえだろ──！！,"<audio id=""v03_20012""><source src=""talk/11/v03_20012.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20012').play()"">クク……ボケが。<br/>逃げられるワケねえだろ──！！</a>",,
t1400,12,193,Aaron,Sei! Huang!,Sei! Huang!,アーロン,セイ！　ホアン！,"<audio id=""v03_20013""><source src=""talk/11/v03_20013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20013').play()"">セイ！　ホアン！</a>",,
t1400,12,194,Oriental Youth,Got it!,Got it!,東方人の青年,おお──！！,"<audio id=""v110_20003""><source src=""talk/11/v110_20003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v110_20003').play()"">おお──！！</a>",,
t1400,12,195,Oriental Youth,I've been waitin' for this!,I've been waitin' for this!,東方人の青年,待ってましたァ！！,"<audio id=""v109_20000""><source src=""talk/11/v109_20000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v109_20000').play()"">待ってましたァ！！</a>",,
t1400,12,196,Spectators,Look at him go!,Look at him go!,見物人,おおっ、さすが《麒麟児》だぜ！,"<audio id=""v103_20900""><source src=""talk/11/v103_20900.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v103_20900').play()"">おおっ、さすが《麒麟児》だぜ！</a>",,
t1400,12,197,Spectators,"Doing us proud, one butt-kicking at a time.","Doing us proud, one butt-kicking at a time.",見物人,《羅州の小覇王》って名前も 伊達じゃなさそうだな……！,"<audio id=""v102_20003""><source src=""talk/11/v102_20003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v102_20003').play()"">《羅州の小覇王》って名前も<br/>伊達じゃなさそうだな……！</a>",,
t1400,12,198,Agnes,He got them in one fell swoop.,He got them in one fell swoop.,アニエス,凄いですね……,"<audio id=""v01_20013""><source src=""talk/11/v01_20013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_20013').play()"">凄いですね……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,12,199,Ferry,"A fast swoop, too!","A fast swoop, too!",フェリ,……はい、それに迅さも。,"<audio id=""v02_20011""><source src=""talk/11/v02_20011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20011').play()"">……はい、それに迅さも。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,12,200,Van,Guess the stories didn't quite do him justice.,Guess the stories didn't quite do him justice.,ヴァン,ああ──予想以上だな。,"<audio id=""v00_20024""><source src=""talk/11/v00_20024.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20024').play()"">ああ──予想以上だな。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,12,201,Aaron,I take it you're the guys Cao hired?,I take it you're the guys Cao hired?,アーロン,よお、アンタらが ツァオに雇われたっつー連中だな？,"<audio id=""v03_20014""><source src=""talk/11/v03_20014.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20014').play()"">よお、アンタらが<br/>ツァオに雇われたっつー連中だな？</a>",,
t1400,12,202,Aaron,"I'd love to give you a proper Langport welcome, but, well—","I'd love to give you a proper Langport welcome, but,<br/>well—",アーロン,首都くんだりから煌都へようこそと 歓迎したい所だが──,"<audio id=""v03_20015""><source src=""talk/11/v03_20015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20015').play()"">首都くんだりから煌都へようこそと<br/>歓迎したい所だが──</a>",,
t1400,12,203,Ferry,Watch out!,Watch out!,フェリ,危ない！！,"<audio id=""v02_20012""><source src=""talk/11/v02_20012.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20012').play()"">危ない！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,12,204,Ferry,Ugh!,Ugh!,フェリ,くっ……！,"<audio id=""v02_20013""><source src=""talk/11/v02_20013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20013').play()"">くっ……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,12,205,Aaron,Let me guess—jaeger brat?,Let me guess—jaeger brat?,アーロン,へぇ、猟兵ってヤツか？ その歳にしちゃやるじゃねーか。,"<audio id=""v03_20016""><source src=""talk/11/v03_20016.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20016').play()"">へぇ、猟兵ってヤツか？<br/>その歳にしちゃやるじゃねーか。</a>",,
t1400,12,206,Aaron,"Not bad, small fry, but my beef is with the old fart behind you.","Not bad, small fry, but my beef is with the old fart<br/>behind you.",アーロン,──だがすっこんでな、チビ。 てめえじゃそのオッサンの足手まといだ。,"<audio id=""v03_20017""><source src=""talk/11/v03_20017.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20017').play()"">──だがすっこんでな、チビ。<br/>てめえじゃそのオッサンの足手まといだ。</a>",,
t1400,12,207,Ferry,...,...,フェリ,ッ……,"<audio id=""v02_20014""><source src=""talk/11/v02_20014.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20014').play()"">ッ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,12,208,Van,"Come on, man. I'm only twenty-four!","Come on, man. I'm only twenty-four!",ヴァン,誰がオッサンだ、誰が！,"<audio id=""v00_20025""><source src=""talk/11/v00_20025.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20025').play()"">誰がオッサンだ、誰が！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,12,209,Van,You really that bent out of shape about outsiders butting in?,You really that bent out of shape about outsiders<br/>butting in?,ヴァン,──確かにとんだ跳ねっ返りだな。 ヨソ者に出張られて面白くねえって所か？,"<audio id=""v00_20026""><source src=""talk/11/v00_20026.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20026').play()"">──確かにとんだ跳ねっ返りだな。<br/>ヨソ者に出張られて面白くねえって所か？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,12,210,Aaron,"Ding, ding! We have a winner!","Ding, ding! We have a winner!",アーロン,ピンポンピンポン～❤,"<audio id=""v03_20018""><source src=""talk/11/v03_20018.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20018').play()"">ピンポンピンポン～❤</a>",,
t1400,12,211,Aaron,"If Heiyue is gonna let things go to shit, then it's up to us to handle things around here.","If Heiyue is gonna let things go to shit, then it's up to<br/>us to handle things around here.",アーロン,黒月が様子見してんなら オレらがやるのがスジってもんだろう？,"<audio id=""v03_20019""><source src=""talk/11/v03_20019.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20019').play()"">黒月が様子見してんなら<br/>オレらがやるのがスジってもんだろう？</a>",,
t1400,12,212,Aaron,"And if I can't trust Heiyue, then I sure as hell can't trust their dog either!","And if I can't trust Heiyue, then I sure as hell can't<br/>trust their dog either!",アーロン,すっこんでろやオッサン── この街の流儀が分からねえならな……！！,"<audio id=""v03_20020""><source src=""talk/11/v03_20020.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20020').play()"">すっこんでろやオッサン──<br/>この街の流儀が分からねえならな……！！</a>",,
t1400,13,213,Spectators,Whoa! What a show!,Whoa! What a show!,見物人,うおおおっ……！ なんだこの勝負は！？,"<audio id=""v102_20004""><source src=""talk/11/v102_20004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v102_20004').play()"">うおおおっ……！<br/>なんだこの勝負は！？</a>",,
t1400,13,214,Spectators,"Aaron's strong, but that guy in blue's no pushover! Keep it up!","Aaron's strong, but that guy in blue's no pushover!<br/>Keep it up!",見物人,アーロンもだが余所者もやるぞ！ いいぞ、もっとやれ──！,"<audio id=""v103_20002""><source src=""talk/11/v103_20002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v103_20002').play()"">アーロンもだが余所者もやるぞ！<br/>いいぞ、もっとやれ──！</a>",,
t1400,13,215,Oriental Youth,That guy's a beast!,That guy's a beast!,東方人の青年,強ぇ──あの野郎……！,"<audio id=""v110_20004""><source src=""talk/11/v110_20004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v110_20004').play()"">強ぇ──あの野郎……！</a>",,
t1400,13,216,Oriental Youth,Aaron! Isn't that enough already...?,Aaron! Isn't that enough already...?,東方人の青年,アーロン！ 様子見ならこのくらいで……,"<audio id=""v109_20001""><source src=""talk/11/v109_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v109_20001').play()"">アーロン！<br/>様子見ならこのくらいで……</a>",,
t1400,13,217,Aaron,No way I'm gonna give up now!,No way I'm gonna give up now!,アーロン,ハッハー、邪魔すんなって！,"<audio id=""v03_20021""><source src=""talk/11/v03_20021.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20021').play()"">ハッハー、邪魔すんなって！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,218,Aaron,Not until this dude is begging at my feet for mercy!,Not until this dude is begging at my feet for mercy!,アーロン,このオッサンの膝を付かせたら 仕舞いにするからよ！！,"<audio id=""v03_20022""><source src=""talk/11/v03_20022.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20022').play()"">このオッサンの膝を付かせたら<br/>仕舞いにするからよ！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,219,Agnes,Wh-Who's going to win?,Wh-Who's going to win?,アニエス,ど、どうやって止めれば……,"<audio id=""v01_20014""><source src=""talk/11/v01_20014.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_20014').play()"">ど、どうやって止めれば……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,13,220,Ferry,It's hard to say—they're evenly matched.,It's hard to say—they're evenly matched.,フェリ,ここまで伯仲すると 難しいかもです……,"<audio id=""v02_20015""><source src=""talk/11/v02_20015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20015').play()"">ここまで伯仲すると<br/>難しいかもです……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,13,221,Van,"(Not too shabby, but it's 'bout time I wrapped this up.)","(Not too shabby, but it's 'bout time I wrapped<br/>this up.)",ヴァン,（いい動きをしてやがんな……   ──なら、“巻き取る”か。）,"<audio id=""v00_20027""><source src=""talk/11/v00_20027.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20027').play()"">（いい動きをしてやがんな……<br/>  ──なら、“巻き取る”か。）</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,13,222,A dignified voice,That's quite enough.,That's quite enough.,凛とした声,いい加減にしなさい──！,"<audio id=""v09_20001""><source src=""talk/11/v09_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_20001').play()"">いい加減にしなさい──！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,223,Agnes,Where did she come from?!,Where did she come from?!,アニエス,エレインさん……！？,"<audio id=""v01_20015""><source src=""talk/11/v01_20015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_20015').play()"">エレインさん……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,13,224,Ferry,It's that bracer from before...,It's that bracer from before...,フェリ,遊撃士の……,"<audio id=""v02_20016""><source src=""talk/11/v02_20016.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_20016').play()"">遊撃士の……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,13,225,Spectators,Is that Beauty's Blade?!,Is that Beauty's Blade?!,見物人,ソ、《剣の乙女（ソードメイデン）》……！？,"<audio id=""v103_20003""><source src=""talk/11/v103_20003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v103_20003').play()"">ソ、《剣の乙女（ソードメイデン）》……！？</a>",,
t1400,13,226,Spectators,Yeah! The famous A-rank bracer!,Yeah! The famous A-rank bracer!,見物人,あの有名なＡ級遊撃士の……,"<audio id=""v102_20005""><source src=""talk/11/v102_20005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v102_20005').play()"">あの有名なＡ級遊撃士の……</a>",,
t1400,13,227,Spectators,But what's she doing here?,But what's she doing here?,見物人,どうしてここに！？,"<audio id=""v103_20004""><source src=""talk/11/v103_20004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v103_20004').play()"">どうしてここに！？</a>",,
t1400,13,228,Semi-Gray,You gotta be kidding me...,You gotta be kidding me...,半グレ,う、嘘だろ……,"<audio id=""v79_20002""><source src=""talk/11/v79_20002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_20002').play()"">う、嘘だろ……</a>",,
t1400,13,229,Oriental Youth,Holy crap...,Holy crap...,東方人の青年,………マジかよ………,"<audio id=""v110_20005""><source src=""talk/11/v110_20005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v110_20005').play()"">………マジかよ………</a>",,
t1400,13,230,Elaine,I'll have to ask you all to refrain from fighting in public spaces.,I'll have to ask you all to refrain from fighting in<br/>public spaces.,エレイン,曲がりなりにも公共の場── 私闘は禁じられています。,"<audio id=""v09_20002""><source src=""talk/11/v09_20002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_20002').play()"">曲がりなりにも公共の場──<br/>私闘は禁じられています。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,231,Elaine,Do I make myself clear?,Do I make myself clear?,エレイン,そちら</B>の貴方たちも この上まだ暴れ足りませんか？,"<audio id=""v09_20003""><source src=""talk/11/v09_20003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_20003').play()"">そちら</B>の貴方たちも<br/>この上まだ暴れ足りませんか？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,232,Semi-Gray,Don't let that pretty face fool you. She mopped the floor with a bunch of us back home...,Don't let that pretty face fool you. She mopped the<br/>floor with a bunch of us back home...,半グレ,クソが……お綺麗なツラして 前にも地元のチームを一人で……,"<audio id=""v81_20000""><source src=""talk/11/v81_20000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v81_20000').play()"">クソが……お綺麗なツラして<br/>前にも地元のチームを一人で……</a>",,
t1400,13,233,Semi-Gray,I don't care! I ain't gonna let some lady talk down to me!,I don't care! I ain't gonna let some lady talk down<br/>to me!,半グレ,な、何が乙女だ……！ 女ごときにこれ以上舐めた真似──,"<audio id=""v82_20000""><source src=""talk/11/v82_20000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v82_20000').play()"">な、何が乙女だ……！<br/>女ごときにこれ以上舐めた真似──</a>",,
t1400,13,234,Semi-Gray,Eeeeeek!,Eeeeeek!,半グレ,ひぃぃ……！！,"<audio id=""v82_20001""><source src=""talk/11/v82_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v82_20001').play()"">ひぃぃ……！！</a>",,
t1400,13,235,Semi-Gray,You haven't seen the last of us!,You haven't seen the last of us!,半グレ,覚えてろおおっ……！！,"<audio id=""v81_20001""><source src=""talk/11/v81_20001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v81_20001').play()"">覚えてろおおっ……！！</a>",,
t1400,13,236,Aaron,Didn't think I'd be running into a celeb today.,Didn't think I'd be running into a<br/>celeb today.,アーロン,ハッ…… 噂のソード・メイデン殿か。,"<audio id=""v03_20024""><source src=""talk/11/v03_20024.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20024').play()"">ハッ……<br/>噂のソード・メイデン殿か。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,237,Aaron,"Look here. Do what you want with pops over there, but those punks are our problem.","Look here. Do what you want with pops over there,<br/>but those punks are our problem.",アーロン,──このオッサンはともかく 連中についてはオレたちの問題だ。,"<audio id=""v03_20025""><source src=""talk/11/v03_20025.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20025').play()"">──このオッサンはともかく<br/>連中についてはオレたちの問題だ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,238,Aaron,"Doubt the guild wants to stick their nose in Heiyue's business, am I right?","Doubt the guild wants to stick their nose in Heiyue's<br/>business, am I right?",アーロン,《黒月》すら差し置いて 遊撃士が首を突っ込むつもりかよ？,"<audio id=""v03_20026""><source src=""talk/11/v03_20026.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20026').play()"">《黒月》すら差し置いて<br/>遊撃士が首を突っ込むつもりかよ？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,239,Elaine,"Normally, yes—but so long as you're ordinary citizens, it is our duty as bracers to ensure your safety.","Normally, yes—but so long as you're ordinary<br/>citizens, it is our duty as bracers to ensure your safety.",エレイン,ええ、貴方たちが黒月に属さぬ民間人なら 《支える籠手》の名に賭けて──,"<audio id=""v09_20004""><source src=""talk/11/v09_20004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_20004').play()"">ええ、貴方たちが黒月に属さぬ民間人なら<br/>《支える籠手》の名に賭けて──</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,240,Elaine,"Though judging by your swordsmanship earlier, I don't imagine you'll be needing our protection.","Though judging by your swordsmanship earlier, I<br/>don't imagine you'll be needing our protection.",エレイン,……まあ、先ほどの腕前を見る限り 優先度は低そうですが。,"<audio id=""v09_20005""><source src=""talk/11/v09_20005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_20005').play()"">……まあ、先ほどの腕前を見る限り<br/>優先度は低そうですが。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,241,Aaron,Glad to hear it.,Glad to hear it.,アーロン,ならいい──癪だが アンタが格上なのは認めてやるよ。,"<audio id=""v03_20027""><source src=""talk/11/v03_20027.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20027').play()"">ならいい──癪だが<br/>アンタが格上なのは認めてやるよ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,242,Aaron,"Keep the guild out of our way, and we won't have any problems.","Keep the guild out of our way, and we won't have<br/>any problems.",アーロン,こっちもギルドと対立するつもりはねぇ、 余計な手出しさえしなけりゃな。,"<audio id=""v03_20028""><source src=""talk/11/v03_20028.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20028').play()"">こっちもギルドと対立するつもりはねぇ、<br/>余計な手出しさえしなけりゃな。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,243,Aaron,Same goes for you guys.,Same goes for you guys.,アーロン,クク……てめえらも同じだ。 オレたちの邪魔だけはすんじゃねえ。,"<audio id=""v03_20029""><source src=""talk/11/v03_20029.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20029').play()"">クク……てめえらも同じだ。<br/>オレたちの邪魔だけはすんじゃねえ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,244,Aaron,"Go dance in the Lu family's palm for a while, see the sights, and then get the hell outta my town.","Go dance in the Lu family's palm for a while, see the<br/>sights, and then get the hell outta my town.",アーロン,せいぜいルウ家の使いっ走りとして ぬりぃ人助けと観光だけして帰るんだな。,"<audio id=""v03_20030""><source src=""talk/11/v03_20030.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20030').play()"">せいぜいルウ家の使いっ走りとして<br/>ぬりぃ人助けと観光だけして帰るんだな。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,13,245,Van,Hmph. That kid's even more of a handful than I was expectin'.,Hmph. That kid's even more of a handful than I<br/>was expectin'.,ヴァン,ったく……実力はともかく、 聞いてた以上のこじらせぶりだな。,ったく……実力はともかく、<br/>聞いてた以上のこじらせぶりだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,13,246,Elaine,"Hello, pot. I'm kettle.","Hello, pot. I'm kettle.",エレイン,人のことを言えるのかしら？,人のことを言えるのかしら？,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,247,Ferry,The way you broke up that fight was amazing!,The way you broke up that fight was amazing!,フェリ,先ほどの仲裁、お見事でした！,先ほどの仲裁、お見事でした！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
