gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1200,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
c1200,68,1332,Van,Oh! There he is!,Oh! There he is!,ヴァン,なっ……！？,なっ……！？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1333,Agnes,Guys?,Guys?,アニエス,ヴァンさん……！ ──って、ええっ！？,"<audio id=""v01_40013""><source src=""talk/11/v01_40013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40013').play()"">ヴァンさん……！<br/>──って、ええっ！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,68,1334,Aaron,Van! ...Wait. Huh?!,Van! ...Wait. Huh?!,アーロン,ツァオ……！？ つうかなんだそのカオスな面子！？,"<audio id=""v03_40002""><source src=""talk/11/v03_40002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_40002').play()"">ツァオ……！？<br/>つうかなんだそのカオスな面子！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,68,1335,Tsao,Cao! ...What kinda crazy party is this?!,Cao! ...What kinda crazy party is this?!,ツァオ,おやアーロン、一月ぶりですねぇ。,おやアーロン、一月ぶりですねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,68,1336,Van,"Well, if it isn't Aaron.","Well, if it isn't Aaron.",ヴァン,おいおい…… 撒いたはずなのにどうして……,おいおい……<br/>撒いたはずなのにどうして……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1337,voice,How'd you even find this place? I thought I threw you off my tail.,How'd you even find this place? I thought I threw<br/>you off my tail.,声,まったく……中途半端に 関わらせるからこうなるのよ。,"<audio id=""v09_40000""><source src=""talk/11/v09_40000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_40000').play()"">まったく……中途半端に<br/>関わらせるからこうなるのよ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,68,1338,Van,*sigh* This is what happens when you only keep people half in the loop.,*sigh* This is what happens when you only keep<br/>people half in the loop.,ヴァン,エレイン……,エレイン……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1339,Immovable Jin,Elaine...,Elaine...,不動のジン,ふう、お前さんも来たのか。,ふう、お前さんも来たのか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,68,1340,Daughter of the Hood,"*sigh* I didn't think you'd wander down here, too.","*sigh* I didn't think you'd wander down here, too.",フードの娘,ちっ…… って、ありゃあ噂の──,ちっ……<br/>って、ありゃあ噂の──,,
c1200,68,1341,Hooded Youth,Ugh... Wait. Isn't she...?,Ugh... Wait. Isn't she...?,フードの青年,《乙女》殿でしたか。 ……？　隣の女性は──,《乙女》殿でしたか。<br/>……？　隣の女性は──,,
c1200,68,1342,Elaine,The one and only Beauty's Blade. But the woman next to her...,The one and only Beauty's Blade. But the woman<br/>next to her...,エレイン,……アニエスさんたちが 貴方を探してるのを見かけてね。,"<audio id=""v09_40001""><source src=""talk/11/v09_40001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_40001').play()"">……アニエスさんたちが<br/>貴方を探してるのを見かけてね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,68,1343,Elaine,I happened to run into them during their search for you.,I happened to run into them during their search<br/>for you.,エレイン,ちょっと迷ったけど── 心当たりがあったから連れてきたわ。,"<audio id=""v09_40002""><source src=""talk/11/v09_40002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v09_40002').play()"">ちょっと迷ったけど──<br/>心当たりがあったから連れてきたわ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,68,1344,Lisette,"I did have my doubts on whether to bring them here or not, but as you can see... Well, in any case, I had a feeling you were here.","I did have my doubts on whether to bring them here<br/>or not, but as you can see... Well, in any case, I had a<br/>feeling you were here.",リゼット,申し訳ありません……ここまでの 状況になっているとはつゆ知らず。,"<audio id=""v04_40010""><source src=""talk/11/v04_40010.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v04_40010').play()"">申し訳ありません……ここまでの<br/>状況になっているとはつゆ知らず。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,68,1345,Lisette,My apologies. I had no idea what we were getting ourselves into.,My apologies. I had no idea what we were getting<br/>ourselves into.,リゼット,ですが成程──興味深い場所ですね。,"<audio id=""v04_40011""><source src=""talk/11/v04_40011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v04_40011').play()"">ですが成程──興味深い場所ですね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,68,1346,Van,"But now that I see it, this place certainly does pique my interest.","But now that I see it, this place certainly does pique<br/>my interest.",ヴァン,ふう、お前さんには いずれ案内するつもりだったが……,ふう、お前さんには<br/>いずれ案内するつもりだったが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1347,Van,"*sigh* Well, I was gonna bring YOU down here at some point...","*sigh* Well, I was gonna bring YOU down here at<br/>some point...",ヴァン,──つーかエレイン！ なんでわざわざ連れてきやがった！？,──つーかエレイン！<br/>なんでわざわざ連れてきやがった！？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1348,Van,"...but what's with you beating me to it, Elaine?!","...but what's with you beating me to it, Elaine?!",ヴァン,あれだけ危険に近づけんなって──,あれだけ危険に近づけんなって──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1349,Aaron,You're the one who's constantly harpin' on about keepin' 'em outta danger!,You're the one who's constantly harpin' on about<br/>keepin' 'em outta danger!,アーロン,ハッ、今更だろーが。 寝ぼけてんじゃねーぞジジイ。,ハッ、今更だろーが。<br/>寝ぼけてんじゃねーぞジジイ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,68,1350,Ferry,You going senile? We're used to danger.,You going senile? We're used to danger.,フェリ,……見たところ子供も 居ないわけではありませんし。,……見たところ子供も<br/>居ないわけではありませんし。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,68,1351,Agnes,"And besides, I see some other kids down here, too.","And besides, I see some other kids down here, too.",アニエス,私たちへの配慮も分かりますが…… ただ遠ざけられるのは、寂しいです。,私たちへの配慮も分かりますが……<br/>ただ遠ざけられるのは、寂しいです。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,68,1352,Van,"I know that you have our best interests at heart, but no one likes being kept at arm's length forever.","I know that you have our best interests at heart, but<br/>no one likes being kept at arm's length forever.",ヴァン,う……,う……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1353,Immovable Jin,Erk...,Erk...,不動のジン,いや、すまねぇな。 巻き込んじまったみたいで。,いや、すまねぇな。<br/>巻き込んじまったみたいで。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,68,1354,Immovable Jin,"Sorry for all the trouble this ended up causing, man.","Sorry for all the trouble this ended up causing, man.",不動のジン,だが良いきっかけにはなっただろう？,だが良いきっかけにはなっただろう？,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,68,1355,Van,"But hey, it ended up being a good chance to teach 'em about this place, no?","But hey, it ended up being a good chance to teach<br/>'em about this place, no?",ヴァン,クソ、どの口が……,クソ、どの口が……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,68,1356,Elaine,"Oh, please. Don't start actin' like you did nothin' wrong.","Oh, please. Don't start actin' like you did<br/>nothin' wrong.",エレイン,そうですよ、ジンさん。 私たちに一言の相談も無しで──,そうですよ、ジンさん。<br/>私たちに一言の相談も無しで──,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,68,1357,Elaine,"I'll say. I have some choice words for you, too, Zin. You didn't think to discuss your coming here with anyone else?","I'll say. I have some choice words for you, too, Zin.<br/>You didn't think to discuss your coming here with<br/>anyone else?",エレイン,さすがに独断専行が過ぎるのでは？,さすがに独断専行が過ぎるのでは？,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,68,1358,Immovable Jin,Quite the arrogant move on your part.,Quite the arrogant move on your part.,不動のジン,い、いや、それはだな……,い、いや、それはだな……,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,68,1359,Kirika,Uhh... Well...,Uhh... Well...,キリカ,……やれやれ。,……やれやれ。,,
c1200,68,1360,Walter the Skinny Wolf,*sigh*,*sigh*,痩せ狼ヴァルター,ハッ……諸々白けたぜ。,ハッ……諸々白けたぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,68,1361,Walter the Skinny Wolf,"Well, fun's over. I've had enough of bein' here.","Well, fun's over. I've had enough of bein' here.",痩せ狼ヴァルター,まあいい、今日はあくまで顔合わせだ。 これ以上てめえらに用はねえ。,まあいい、今日はあくまで顔合わせだ。<br/>これ以上てめえらに用はねえ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,68,1362,Immovable Jin,Today was more about sayin' hi anyway. I've done what I came for.,Today was more about sayin' hi anyway. I've done<br/>what I came for.,不動のジン,ヴァルター……,ヴァルター……,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,68,1363,Kirika,Walter...,Walter...,キリカ,──また会いましょう。 ここ以外だと塀の中でだけど。,──また会いましょう。<br/>ここ以外だと塀の中でだけど。,,
c1200,68,1364,Walter the Skinny Wolf,We will see each other again at some point—even if the only other place I can imagine that happening is your prison cell.,We will see each other again at some point—even if<br/>the only other place I can imagine that happening is<br/>your prison cell.,痩せ狼ヴァルター,ハッ……,ハッ……,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,68,1365,Man in hood,Heh.,Heh.,フードの男,──それでは見知らぬ方々、 自分も失礼する。,──それでは見知らぬ方々、<br/>自分も失礼する。,,
c1200,68,1366,Daughter of the Hood,"Well, kind strangers. If you would excuse me.","Well, kind strangers. If you would excuse me.",フードの娘,ハン……ま、挨拶はこんな所か。,ハン……ま、挨拶はこんな所か。,,
c1200,68,1367,Daughter of the Hood,"Yeah, that's enough hellos.","Yeah, that's enough hellos.",フードの娘,案内すまねぇな、室長さん。 アタシらも一足先に失礼するぜ。,案内すまねぇな、室長さん。<br/>アタシらも一足先に失礼するぜ。,,
c1200,68,1368,Daughter of the Hood,"Sorry for making you show us down here, Chief. We're outta here.","Sorry for making you show us down here, Chief.<br/>We're outta here.",フードの娘,《不動》に《乙女》── そこの眼鏡に裏解決屋もまたな。,《不動》に《乙女》──<br/>そこの眼鏡に裏解決屋もまたな。,,
c1200,68,1369,Hooded Youth,See you all around sometime.,See you all around sometime.,フードの青年,またお会いする機会もあるでしょう。 ──《Ａ》の動向次第ではね。,またお会いする機会もあるでしょう。<br/>──《Ａ》の動向次第ではね。,,
c1200,68,1370,Tsao,I wouldn't be surprised if we met again—though that depends on what A does.,I wouldn't be surprised if we met again—though that<br/>depends on what A does.,ツァオ,──さて、一段落したところで。,"<audio id=""v33_40004""><source src=""talk/11/v33_40004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v33_40004').play()"">──さて、一段落したところで。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,68,1371,Tsao,"Well, now that the air has calmed down a touch...","Well, now that the air has calmed down a touch...",ツァオ,残った顔触れで改めて “情報交換”といきましょうか？,"<audio id=""v33_40005""><source src=""talk/11/v33_40005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v33_40005').play()"">残った顔触れで改めて<br/>“情報交換”といきましょうか？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,68,1372,Aaron,...perhaps those of us who remain might continue sharing information?,...perhaps those of us who remain might continue<br/>sharing information?,アーロン,アンタはマジでブレねぇな……,"<audio id=""v03_40003""><source src=""talk/11/v03_40003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_40003').play()"">アンタはマジでブレねぇな……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,69,1373,Van,"Man, you never change...","Man, you never change...",ヴァン,つまり、ほぼ確定ってわけだな。,つまり、ほぼ確定ってわけだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1374,Van,"Sounds like there's no room for doubt, then.","Sounds like there's no room for doubt, then.",ヴァン,──アルマータが “外部勢力”を使っているのは。,──アルマータが<br/>“外部勢力”を使っているのは。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1375,Kirika,Almata's got some other organization workin' for 'em.,Almata's got some other organization workin' for 'em.,キリカ,ええ──間違いないでしょう。,ええ──間違いないでしょう。,,
c1200,69,1376,Kirika,So it would appear.,So it would appear.,キリカ,そしてその資金源は、かつてあった “民族テロ”からも流れているようね。,そしてその資金源は、かつてあった<br/>“民族テロ”からも流れているようね。,,
c1200,69,1377,Agnes,"Their funding is at least partly coming from those who funded the racial terrorism of the past, too.","Their funding is at least partly coming from those<br/>who funded the racial terrorism of the past, too.",アニエス,！　そんな……,！　そんな……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1378,Ferry,That's...awful.,That's...awful.,フェリ,前に聞いた……,前に聞いた……,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,69,1379,Lisette,Van was telling us about that not too long ago.,Van was telling us about that not too long ago.,リゼット,……ええ、我が社の リスク分析とも一致しています。,……ええ、我が社の<br/>リスク分析とも一致しています。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,69,1380,Elaine,Our company's risk assessment led us to the same conclusion.,Our company's risk assessment led us to the<br/>same conclusion.,エレイン,……数年前まであった、 東方系や中東系を標的としたテロ……,……数年前まであった、<br/>東方系や中東系を標的としたテロ……,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1381,Elaine,"Up until a few years ago, racially motivated attacks on those of Eastern and Central Eastern descent were all too common.","Up until a few years ago, racially motivated attacks on<br/>those of Eastern and Central Eastern descent were all<br/>too common.",エレイン,旧王国系の流れを汲む白人系グループが いくつも存在していましたね。,旧王国系の流れを汲む白人系グループが<br/>いくつも存在していましたね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1382,Elaine,They were known to be orchestrated by white supremacist groups who traced their origins back to the old kingdom.,They were known to be orchestrated by white<br/>supremacist groups who traced their origins back to<br/>the old kingdom.,エレイン,──４年前に最大規模の組織が クロスベルの通商会議を襲撃するまでは。,──４年前に最大規模の組織が<br/>クロスベルの通商会議を襲撃するまでは。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1383,Kirika,But the situation changed significantly when a rather large group attacked the trade conference in Crossbell four years ago.,But the situation changed significantly when a rather<br/>large group attacked the trade conference in Crossbell<br/>four years ago.,キリカ,ええ、その時は“保険”をかけて なんとか事無きを得たけれど。,ええ、その時は“保険”をかけて<br/>なんとか事無きを得たけれど。,,
c1200,69,1384,Kirika,"Fortunately, we were able to quell the situation thanks to an 'insurance policy' we had in place...","Fortunately, we were able to quell the situation<br/>thanks to an 'insurance policy' we had in place...",キリカ,……事件後、前大統領の指示で 摘発が進められてからは鳴りを潜めたわ。,……事件後、前大統領の指示で<br/>摘発が進められてからは鳴りを潜めたわ。,,
c1200,69,1385,Kirika,"...and as soon as the crisis was put to rest, the former president started an aggressive crackdown on those groups.","...and as soon as the crisis was put to rest, the former<br/>president started an aggressive crackdown on<br/>those groups.",キリカ,大戦後も帝国からの賠償金による好景気で 話題には上がらなくなっていたけど……,大戦後も帝国からの賠償金による好景気で<br/>話題には上がらなくなっていたけど……,,
c1200,69,1386,Tsao,You didn't hear much from them after that—then the post-war reparations put the entire issue on the back burner.,You didn't hear much from them after that—then the<br/>post-war reparations put the entire issue on the<br/>back burner.,ツァオ,むしろその好景気が格好の “隠れ蓑”になっていたわけですねぇ。,むしろその好景気が格好の<br/>“隠れ蓑”になっていたわけですねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,69,1387,Tsao,"That's not to say they disbanded, however. If anything, the economic prosperity provided an ideal cover for them to continue in secret.","That's not to say they disbanded, however.<br/>If anything, the economic prosperity provided an<br/>ideal cover for them to continue in secret.",ツァオ,賠償金の支払いも終わりつつある今── 顕在化しつつある問題の一つでしょうか？,賠償金の支払いも終わりつつある今──<br/>顕在化しつつある問題の一つでしょうか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,69,1388,Agnes,"And now their cover is coming to an end, bringing the issue of them to the surface once again.","And now their cover is coming to an end, bringing<br/>the issue of them to the surface once again.",アニエス,……………………………,……………………………,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1389,Aaron,...,...,アーロン,……アルマータとどんな風に 繋がってるのかは知らねえが……,……アルマータとどんな風に<br/>繋がってるのかは知らねえが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,69,1390,Aaron,"Well, I don't know how those assholes are tied to Almata...","Well, I don't know how those assholes are tied<br/>to Almata...",アーロン,そんな資金源もあるってんなら あの勢力拡大っぷりも頷けるぜ。,そんな資金源もあるってんなら<br/>あの勢力拡大っぷりも頷けるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,69,1391,Immovable Jin,"...but if they've got all those fat stacks at their disposal, that explains how they got so big so fast.","...but if they've got all those fat stacks at their<br/>disposal, that explains how they got so big so fast.",不動のジン,そしてそれだけのミラがあれば “外”を引き込むことも叶うわけだ。,そしてそれだけのミラがあれば<br/>“外”を引き込むことも叶うわけだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1392,Immovable Jin,"Yeah. And with that kind of mira, they could bring people on the outside into the fold.","Yeah. And with that kind of mira, they could bring<br/>people on the outside into the fold.",不動のジン,例のメルキオルって幹部の古巣にして 新たな人形遣いなんかも所属する組織。,例のメルキオルって幹部の古巣にして<br/>新たな人形遣いなんかも所属する組織。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1393,Immovable Jin,Like the group Melchior and that new puppeteer come from.,Like the group Melchior and that new puppeteer<br/>come from.,不動のジン,高位猟兵中隊を一方的に殲滅できる、 恐らくは“異能”の持ち主の集団……,高位猟兵中隊を一方的に殲滅できる、<br/>恐らくは“異能”の持ち主の集団……,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1394,Ferry,A group able to wipe out a high-ranking company of jaegers single-handedly—and likely with special abilities at their disposal.,A group able to wipe out a high-ranking company of<br/>jaegers single-handedly—and likely with special<br/>abilities at their disposal.,フェリ,っ……,っ……,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,69,1395,Van,...,...,ヴァン,なるほど── 《庭園（ガーデン）》って連中か。,なるほど──<br/>《庭園（ガーデン）》って連中か。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1396,Tsao,So they ARE from the Gardens.,So they ARE from the Gardens.,ツァオ,フフ、流石よくご存じですね？,フフ、流石よくご存じですね？,,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,69,1397,Tsao,Heh. I am thoroughly unsurprised you've heard of them.,Heh. I am thoroughly unsurprised you've heard<br/>of them.,ツァオ,裏の世界でも余り知られていない 名前のはずですが。,裏の世界でも余り知られていない<br/>名前のはずですが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0301_out.webp""/>"
c1200,69,1398,Ferry,"Few have, even in the criminal underworld.","Few have, even in the criminal underworld.",フェリ,《庭園（ガーデン）》……,《庭園（ガーデン）》……,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,69,1399,Agnes,What's the Gardens?,What's the Gardens?,アニエス,い、いったいどういう……？,い、いったいどういう……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1400,Elaine,Is it some kind of group?,Is it some kind of group?,エレイン,……アルマータみたいな “マフィア”とはまた別系統ね。,……アルマータみたいな<br/>“マフィア”とはまた別系統ね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1401,Elaine,They're a criminal organization that's of a different breed to mafias like Almata.,They're a criminal organization that's of a different<br/>breed to mafias like Almata.,エレイン,９年前から存在が確認されている、 《結社》とも違う闇の集団──,９年前から存在が確認されている、<br/>《結社》とも違う闇の集団──,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1402,Elaine,"They don't have much in common with the society, either, mind. We first learned of their existence nine years ago.","They don't have much in common with the society,<br/>either, mind. We first learned of their existence nine<br/>years ago.",エレイン,あちこちから身寄りのない子供を集め、 英才教育を施すという──“暗殺組織”よ。,あちこちから身寄りのない子供を集め、<br/>英才教育を施すという──“暗殺組織”よ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
c1200,69,1403,Agnes,Their modus operandi is gathering orphans and giving them a first-class education...in assassination.,Their modus operandi is gathering orphans and<br/>giving them a first-class education...in assassination.,アニエス,………！,………！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1404,Aaron,...!,...!,アーロン,おいおい…… んなモンが現実にいるのかよ？,おいおい……<br/>んなモンが現実にいるのかよ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,69,1405,Kirika,Damn... Didn't know stuff like that was even real.,Damn... Didn't know stuff like that was even real.,キリカ,ええ──構成員こそ少ないものの、 依頼達成率は凄まじかったみたいね。,ええ──構成員こそ少ないものの、<br/>依頼達成率は凄まじかったみたいね。,,
c1200,69,1406,Kirika,"Unfortunately, it very much is. Their members are few in number, but they complete their missions with startling success.","Unfortunately, it very much is. Their members are<br/>few in number, but they complete their missions with<br/>startling success.",キリカ,いくつかの“園”とそれを統括する “管理人”の存在が確認されているわ。,いくつかの“園”とそれを統括する<br/>“管理人”の存在が確認されているわ。,,
c1200,69,1407,Lisette,"The organization is divided into several groups, called gardens, with each being led by an 'overseer.'","The organization is divided into several groups, called<br/>gardens, with each being led by an 'overseer.'",リゼット,……ＭＫ社でも把握されています。 脅威度Ｓ＋の詳細不明集団として。,……ＭＫ社でも把握されています。<br/>脅威度Ｓ＋の詳細不明集団として。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,69,1408,Lisette,We are aware of their presence at Marduk as well. Their threat level is considered to be S+.,We are aware of their presence at Marduk as well.<br/>Their threat level is considered to be S+.,リゼット,一時期、未解決の暗殺事件の殆どが 彼らの仕業と分析されていたくらいで。,一時期、未解決の暗殺事件の殆どが<br/>彼らの仕業と分析されていたくらいで。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,69,1409,Immovable Jin,"Internally, it was at one point believed that most unsolved assassinations were their handiwork.","Internally, it was at one point believed that most<br/>unsolved assassinations were their handiwork.",不動のジン,ああ、しまいには手口を模倣しようとした 連中まで出てくる始末でな。,ああ、しまいには手口を模倣しようとした<br/>連中まで出てくる始末でな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1410,Immovable Jin,Yeah. You can imagine the headache when we even had another group trying to mimic their playbook.,Yeah. You can imagine the headache when we even<br/>had another group trying to mimic their playbook.,不動のジン,だがここ２年くらいは ほとんど名前も聞かなくなっていた。,だがここ２年くらいは<br/>ほとんど名前も聞かなくなっていた。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1411,Immovable Jin,"Still, their name hasn't cropped up very much over the past couple years.","Still, their name hasn't cropped up very much over<br/>the past couple years.",不動のジン,幹部の一人──《剣》の管理人ってのが 脱走者の返り討ちに遭ってからみたいだが。,幹部の一人──《剣》の管理人ってのが<br/>脱走者の返り討ちに遭ってからみたいだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,69,1412,Ferry,Not since the overseer of the Garden of Swords was taken out by two members who fled the organization.,Not since the overseer of the Garden of Swords was<br/>taken out by two members who fled the organization.,フェリ,そ、そんな事が……,そ、そんな事が……,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,69,1413,Agnes,"Oh, wow...","Oh, wow...",アニエス,（……えっと……   どこかで読んだような……）,（……えっと……<br/>  どこかで読んだような……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1414,Van,(I feel like I've read that story somewhere before...),(I feel like I've read that story somewhere before...),ヴァン,……………………………,……………………………,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1415,Agnes,...,...,アニエス,……ヴァンさん？,……ヴァンさん？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,69,1416,Van,"...What is it, Van?","...What is it, Van?",ヴァン,いや……そのヤバイ連中が 今はアルマータに協力してるわけだ。,いや……そのヤバイ連中が<br/>今はアルマータに協力してるわけだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1417,Van,"Nothin'. Anyway, now we know that that group of monsters is workin' with Almata.","Nothin'. Anyway, now we know that that group of<br/>monsters is workin' with Almata.",ヴァン,民族テロからの資金と合わせて どう繋がっているかは分からねえが……,民族テロからの資金と合わせて<br/>どう繋がっているかは分からねえが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1418,Van,It's still a mystery how they ended up that way—same with how they wound up with all that terrorist funding...,It's still a mystery how they ended up that way—same<br/>with how they wound up with all that<br/>terrorist funding...,ヴァン,──問題は“何のために”だろう。,──問題は“何のために”だろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,69,1419,Ferry,...but maybe a more pressing question is WHY they're workin' together.,...but maybe a more pressing question is WHY<br/>they're workin' together.,フェリ,……はい………,……はい………,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,69,1420,Aaron,True...,True...,アーロン,“最悪”っつー牌を３つ揃えて どんな“役”を狙ってるってことか。,“最悪”っつー牌を３つ揃えて<br/>どんな“役”を狙ってるってことか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
